asset,entry_time,exit_time,entry_price,exit_price,size,pnl,pnl_pct,exit_reason
SINGLE_ASSET,2022-04-18,2022-05-19,3528.050048828125,3261.949951171875,2.8315924835925363,-753.4870364066774,-0.07542412776843621,stop_loss_hit
SINGLE_ASSET,2022-05-20,2022-06-17,3293.0,3088.89990234375,2.799286114235985,-571.3345692833492,-0.0619799871412845,stop_loss_hit
SINGLE_ASSET,2022-06-20,2022-08-05,3112.39990234375,3365.050048828125,2.7725967398669713,700.4969724694909,0.08117534841654517,signal_exit
SINGLE_ASSET,2022-09-01,2022-11-01,3131.699951171875,3259.699951171875,2.973233839890328,380.573931505962,0.0408723702767575,signal_exit
SINGLE_ASSET,2023-01-06,2023-01-18,3211.550048828125,3390.0,3.0117781280373546,537.451659888787,0.05556505377737775,signal_exit
SINGLE_ASSET,2023-03-13,2023-03-21,3281.949951171875,3106.10009765625,3.1047146848257254,-545.9636225344136,-0.05358090651346914,stop_loss_hit
SINGLE_ASSET,2023-03-22,2023-05-22,3130.800048828125,3298.699951171875,3.07406316916263,516.1349059009242,0.053628433539406606,signal_exit
SINGLE_ASSET,2023-06-16,2023-06-30,3174.89990234375,3302.25,3.1875465852971328,405.9343689214361,0.04011153156741676,signal_exit
SINGLE_ASSET,2023-10-25,2023-12-06,3390.10009765625,3604.10009765625,3.0987386163651163,663.1300639021349,0.06312497974556841,signal_exit
SINGLE_ASSET,2024-03-26,2024-05-31,3877.5,3670.949951171875,2.874491035388047,-593.7262637154087,-0.05326887139345582,stop_loss_hit
SINGLE_ASSET,2024-06-03,2024-06-27,3702.85009765625,3934.14990234375,2.8440306182872925,657.8237265351206,0.06246534388035396,signal_exit
SINGLE_ASSET,2024-10-03,2024-10-22,4232.75,4015.5,2.638113822569717,-573.1302279532711,-0.05132597011399209,stop_loss_hit
SINGLE_ASSET,2024-10-23,2024-11-26,4066.25,4352.7001953125,2.5999803149746556,744.7648690331454,0.07044579042422372,signal_exit
