asset,entry_time,exit_time,entry_price,exit_price,size,pnl,pnl_pct,exit_reason
SINGLE_ASSET,2022-06-22,2022-07-13,1156.333984375,1097.2388916015625,8.639372478012577,-510.54451809243585,-0.051105557366610155,stop_loss_hit
SINGLE_ASSET,2022-07-14,2022-08-16,1106.2843017578125,1223.574462890625,8.551604714418449,1003.0190948982589,0.1060217169731561,signal_exit
SINGLE_ASSET,2022-09-23,2022-11-04,1125.828857421875,1196.5537109375,9.275484892477706,656.0073103068785,0.06282025287358817,signal_exit
SINGLE_ASSET,2023-01-04,2023-01-25,1162.3104248046875,1099.54638671875,9.529665655006383,-598.1202981170711,-0.053999376368395136,stop_loss_hit
SINGLE_ASSET,2023-01-27,2023-03-20,1078.6866455078125,1015.8765258789062,9.69453301436885,-608.9147783788886,-0.05822832783781906,stop_loss_hit
SINGLE_ASSET,2023-03-21,2023-04-28,1047.4661865234375,1117.060302734375,9.383368739270205,653.0272544908487,0.0664404418074076,signal_exit
SINGLE_ASSET,2023-09-18,2023-10-04,1218.2249755859375,1157.074951171875,8.586948912179082,-525.0921356220583,-0.050196002905498416,stop_loss_hit
SINGLE_ASSET,2023-10-05,2023-11-24,1157.050048828125,1196.949951171875,8.569968042501593,341.9408879848719,0.03448416287969658,signal_exit
SINGLE_ASSET,2024-05-03,2024-05-23,1434.0,1486.050048828125,7.138994032203352,371.5849879598775,0.0362971051800034,signal_exit
SINGLE_ASSET,2024-05-30,2024-06-03,1424.8499755859375,1510.324951171875,7.430743878721465,635.1426516190718,0.05998875464119502,signal_exit
SINGLE_ASSET,2024-06-04,2024-06-18,1397.2750244140625,1481.0250244140625,8.01589038461759,671.3308197117232,0.05993809274242201,signal_exit
SINGLE_ASSET,2024-08-05,2024-09-27,1447.324951171875,1526.175048828125,8.186138604336698,645.4778283795467,0.05447988552426075,signal_exit
SINGLE_ASSET,2024-10-01,2024-10-04,1464.824951171875,1386.5250244140625,8.511942677331197,-666.4844882017311,-0.0534534359857618,stop_loss_hit
SINGLE_ASSET,2024-10-07,2024-11-04,1370.7249755859375,1302.1500244140625,8.592846484341178,-589.254028091114,-0.05002823498022391,stop_loss_hit
SINGLE_ASSET,2024-11-05,2024-11-21,1305.300048828125,1223.0,8.554974090480602,-704.0747853698978,-0.06305067474870052,stop_loss_hit
SINGLE_ASSET,2024-11-22,2024-12-30,1265.4000244140625,1210.699951171875,8.251792403434486,-451.3736488471928,-0.043227495010928374,end_of_backtest
