Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2020-11-09 00:00:00-05:00,288.093946468079,290.78733366350986,276.8234308819601,277.06195068359375,25117700,0.0,0.0
2020-11-10 00:00:00-05:00,271.42671145134096,272.3211910492522,262.38246144891457,270.76080322265625,29067700,0.0,0.0
2020-11-11 00:00:00-05:00,271.7944735703017,276.6942605964407,270.81054892265985,274.7860412597656,14957000,0.0,0.0
2020-11-12 00:00:00-05:00,275.4817010594403,278.0359618579069,272.7485504066816,273.3945617675781,12899500,0.0,0.0
2020-11-13 00:00:00-05:00,276.0184146121756,276.05817802529583,271.42672614120846,275.2531433105469,10391200,0.0,0.0
2020-11-16 00:00:00-05:00,273.3647766191837,277.6980789897363,272.9473669136245,277.2508239746094,12970400,0.0,0.0
2020-11-17 00:00:00-05:00,275.9786665399034,275.9786665399034,271.6155795385993,273.3150939941406,15040300,0.0,0.0
2020-11-18 00:00:00-05:00,272.8380448070661,275.6904862105102,270.1744720581943,270.3036804199219,12152900,0.0,0.0
2020-11-19 00:00:00-05:00,269.3594809846684,271.7944822511571,267.5407065278164,271.2677307128906,12963700,0.0,0.0
2020-11-20 00:00:00-05:00,270.8900084612099,271.32731498506934,267.7593147390397,268.04754638671875,18114700,0.0,0.0
2020-11-23 00:00:00-05:00,269.23031972879426,269.289949693022,262.90927054523104,266.7853698730469,20990800,0.0,0.0
2020-11-24 00:00:00-05:00,266.8449846887025,276.1178378975367,266.22878820626175,275.2233581542969,16930400,0.0,0.0
2020-11-25 00:00:00-05:00,276.4358839099215,278.463363234888,270.97949986116015,273.9014892578125,12467000,0.0,0.0
2020-11-27 00:00:00-05:00,275.6904089847364,277.419738066579,273.1361484386038,276.1078186035156,7808400,0.0,0.0
2020-11-30 00:00:00-05:00,274.3387976071053,275.9985790720854,269.3495654363195,275.2730407714844,16693300,0.0,0.0
2020-12-01 00:00:00-05:00,277.44963515600875,287.5274932326975,277.2508483916457,284.7943420410156,20738900,0.0,0.0
2020-12-02 00:00:00-05:00,283.6115924383215,289.992270617401,279.10934883904036,285.75836181640625,17361600,0.0,0.0
2020-12-03 00:00:00-05:00,284.4962049819715,284.89374819792175,279.3479490584984,280.1231689453125,12921700,0.0,0.0
2020-12-04 00:00:00-05:00,278.5825971587646,281.72323956175984,277.5887241323964,277.9862976074219,10880300,0.0,0.0
2020-12-07 00:00:00-05:00,277.47942801246444,286.7224355369099,276.4955033677059,283.83026123046875,13007700,0.0,0.0
2020-12-08 00:00:00-05:00,284.2576598608406,284.67506958478833,279.8249639215827,281.66363525390625,10747700,0.0,0.0
2020-12-09 00:00:00-05:00,281.9220459850057,285.86772338842565,270.08501377474596,276.21722412109375,25189700,0.0,0.0
