Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2016-01-04 00:00:00-05:00,60.599998474121094,62.400001525878906,58.400001525878906,60.0,365910,0.0,0.0
2016-01-05 00:00:00-05:00,60.400001525878906,63.0,60.20000076293945,62.599998474121094,392180,0.0,0.0
2016-01-06 00:00:00-05:00,62.400001525878906,62.79999923706055,60.0,60.599998474121094,401515,0.0,0.0
2016-01-07 00:00:00-05:00,59.0,60.599998474121094,57.20000076293945,57.20000076293945,368725,0.0,0.0
2016-01-08 00:00:00-05:00,58.599998474121094,59.400001525878906,55.400001525878906,55.599998474121094,230855,0.0,0.0
2016-01-11 00:00:00-05:00,56.0,56.400001525878906,51.400001525878906,53.0,473520,0.0,0.0
2016-01-12 00:00:00-05:00,54.599998474121094,55.20000076293945,51.599998474121094,52.599998474121094,311525,0.0,0.0
2016-01-13 00:00:00-05:00,53.0,54.20000076293945,50.400001525878906,51.0,452820,0.0,0.0
2016-01-14 00:00:00-05:00,50.79999923706055,55.599998474121094,48.0,55.0,592375,0.0,0.0
2016-01-15 00:00:00-05:00,53.20000076293945,53.599998474121094,50.0,52.0,371930,0.0,0.0
2016-01-19 00:00:00-05:00,53.20000076293945,53.599998474121094,49.0,49.400001525878906,444435,0.0,0.0
2016-01-20 00:00:00-05:00,48.0,48.79999923706055,44.599998474121094,47.79999923706055,755330,0.0,0.0
2016-01-21 00:00:00-05:00,47.599998474121094,52.0,47.400001525878906,50.79999923706055,365435,0.0,0.0
2016-01-22 00:00:00-05:00,51.79999923706055,53.400001525878906,50.20000076293945,53.0,368410,0.0,0.0
2016-01-25 00:00:00-05:00,53.20000076293945,54.0,52.0,52.400001525878906,240360,0.0,0.0
2016-01-26 00:00:00-05:00,52.599998474121094,56.400001525878906,52.20000076293945,55.599998474121094,324695,0.0,0.0
2016-01-27 00:00:00-05:00,54.400001525878906,57.400001525878906,53.79999923706055,53.79999923706055,338265,0.0,0.0
2016-01-28 00:00:00-05:00,55.0,56.599998474121094,53.400001525878906,53.79999923706055,356015,0.0,0.0
2016-01-29 00:00:00-05:00,53.400001525878906,56.0,53.20000076293945,54.400001525878906,434130,0.0,0.0
2016-02-01 00:00:00-05:00,53.400001525878906,55.0,52.400001525878906,52.79999923706055,477595,0.0,0.0
2016-02-02 00:00:00-05:00,52.79999923706055,53.400001525878906,48.400001525878906,49.400001525878906,531790,0.0,0.0
2016-02-03 00:00:00-05:00,49.400001525878906,49.79999923706055,47.0,49.400001525878906,537030,0.0,0.0
2016-02-04 00:00:00-05:00,48.79999923706055,53.79999923706055,48.599998474121094,52.79999923706055,474130,0.0,0.0
2016-02-05 00:00:00-05:00,52.20000076293945,52.400001525878906,48.599998474121094,49.0,681275,0.0,0.0
2016-02-08 00:00:00-05:00,48.20000076293945,48.599998474121094,46.0,46.20000076293945,763940,0.0,0.0
2016-02-09 00:00:00-05:00,45.400001525878906,48.0,43.0,44.400001525878906,868210,0.0,0.0
2016-02-10 00:00:00-05:00,45.400001525878906,46.20000076293945,43.79999923706055,45.0,507305,0.0,0.0
