Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2016-01-04 00:00:00-05:00,129.52308269625516,130.41341857982295,128.25117236273877,130.20143127441406,13120985,0.0,0.0
2016-01-05 00:00:00-05:00,130.0742393236226,130.75258787587754,129.09910315555385,130.32861328125,11513181,0.0,0.0
2016-01-06 00:00:00-05:00,128.33597702013094,130.24384953500717,127.40324084607353,128.25119018554688,13073243,0.0,0.0
2016-01-07 00:00:00-05:00,125.70733571961321,127.02164618809933,122.31557939671885,122.8243408203125,19252709,0.0,0.0
2016-01-08 00:00:00-05:00,123.79946451168512,124.22342557242236,120.15330759658487,120.61968231201172,15544512,0.0,0.0
2016-01-11 00:00:00-05:00,121.00125790598842,126.85204749169712,119.77173437063266,121.17084503173828,12192835,0.0,0.0
2016-01-12 00:00:00-05:00,121.93398388000712,122.44274521566976,120.15329895678641,121.42520904541016,9949593,0.0,0.0
2016-01-13 00:00:00-05:00,122.56993208601288,123.20589387933097,119.55973722905568,119.72932434082031,11626172,0.0,0.0
2016-01-14 00:00:00-05:00,120.02610505375318,124.01142220095007,119.94130475324819,123.20588684082031,13612468,0.0,0.0
2016-01-15 00:00:00-05:00,119.30538611664636,121.93400709987249,119.13579897246437,120.7892837524414,14486324,0.0,0.0
2016-01-19 00:00:00-05:00,121.7644199556905,122.48516869319816,119.5597600834509,120.7892837524414,10847674,0.0,0.0
2016-01-20 00:00:00-05:00,118.41505599713462,120.53490215203142,116.50718365857746,118.71183013916016,18375368,0.0,0.0
2016-01-21 00:00:00-05:00,119.2629752158202,122.90911873579033,119.2629752158202,121.2132339477539,11692923,0.0,0.0
2016-01-22 00:00:00-05:00,121.04363458119691,121.08603473387164,117.48229173520542,119.72932434082031,18335013,0.0,0.0
2016-01-25 00:00:00-05:00,120.068509054764,120.78925763643765,118.71179869570733,118.88138580322266,9358244,0.0,0.0
2016-01-26 00:00:00-05:00,119.00855652408227,121.00122838868334,118.92376973135812,120.02609252929688,8854138,0.0,0.0
2016-01-27 00:00:00-05:00,119.55976590133137,121.170864097863,117.9486812037373,118.71183013916016,9622744,0.0,0.0
2016-01-28 00:00:00-05:00,119.6445577526132,120.19571933372018,118.41504760981654,119.60215759277344,8361069,0.0,0.0
2016-01-29 00:00:00-05:00,120.66206733481356,123.41788843643012,120.15330596945738,123.37548828125,10761998,0.0,0.0
2016-02-01 00:00:00-05:00,122.99390670403785,123.07869351051447,121.08603482163507,121.42520904541016,9065575,0.0,0.0
2016-02-02 00:00:00-05:00,119.85652479884452,119.94131160525967,118.37262744670329,119.72932434082031,8361466,0.0,0.0
2016-02-03 00:00:00-05:00,120.36532838936621,121.63723892358261,118.16068166353256,121.55245208740234,9235718,0.0,0.0
2016-02-04 00:00:00-05:00,121.46759945971631,124.90176857271432,120.78925106655123,123.71464538574219,11267398,0.0,0.0
2016-02-05 00:00:00-05:00,123.58747941163121,123.7994666952064,119.98372258872378,121.00125885009766,10847236,0.0,0.0
2016-02-08 00:00:00-05:00,119.64455871309677,119.85654601506073,117.69428633417772,119.43257141113281,10035895,0.0,0.0
2016-02-09 00:00:00-05:00,117.65190212038291,121.00127186342785,117.65190212038291,119.8989486694336,7727091,0.0,0.0
2016-02-10 00:00:00-05:00,120.28048531225583,121.67959585197356,119.77172397914678,119.98371124267578,6779974,0.0,0.0
2016-02-11 00:00:00-05:00,117.65189816066918,118.83900813789717,114.89607676949699,116.37997436523438,16807731,0.0,0.0
2016-02-12 00:00:00-05:00,116.88876771487011,119.81416320800781,115.99843171682019,119.81416320800781,12028451,0.0,0.0
2016-02-16 00:00:00-05:00,121.1708309317169,123.0786892491291,120.49246900871951,122.35794067382812,9852773,0.0,0.0
