datetime,symbol,open,high,low,close,volume
2025-11-06 12:13:00,NSE:NIFTY,25545.85,25548.4,25543.75,25547.85,763144.0
2025-11-06 12:14:00,NSE:NIFTY,25547.6,25551.15,25546.65,25546.65,582390.0
2025-11-06 12:15:00,NSE:NIFTY,25547.25,25549.8,25542.9,25548.9,774475.0
2025-11-06 12:16:00,NSE:NIFTY,25548.5,25553.9,25547.3,25552.95,436243.0
2025-11-06 12:17:00,NSE:NIFTY,25553.3,25555.4,25552.45,25553.3,536472.0
2025-11-06 12:18:00,NSE:NIFTY,25552.75,25561.35,25552.75,25556.15,647223.0
2025-11-06 12:19:00,NSE:NIFTY,25555.25,25559.5,25554.2,25558.55,606993.0
2025-11-06 12:20:00,NSE:NIFTY,25555.9,25559.15,25553.25,25556.75,683353.0
2025-11-06 12:21:00,NSE:NIFTY,25557.45,25559.0,25544.5,25549.1,569738.0
2025-11-06 12:22:00,NSE:NIFTY,25550.2,25550.6,25543.15,25544.35,365779.0
2025-11-06 12:23:00,NSE:NIFTY,25544.6,25544.6,25530.55,25534.35,1165944.0
2025-11-06 12:24:00,NSE:NIFTY,25535.0,25552.0,25534.35,25550.8,435732.0
2025-11-06 12:25:00,NSE:NIFTY,25552.35,25556.2,25551.3,25553.0,485514.0
2025-11-06 12:26:00,NSE:NIFTY,25553.65,25554.25,25543.65,25544.05,522950.0
2025-11-06 12:27:00,NSE:NIFTY,25544.2,25548.45,25542.3,25545.65,927614.0
2025-11-06 12:28:00,NSE:NIFTY,25546.2,25546.9,25544.4,25545.75,505619.0
2025-11-06 12:29:00,NSE:NIFTY,25546.15,25546.65,25543.2,25545.75,334838.0
2025-11-06 12:30:00,NSE:NIFTY,25545.6,25548.4,25539.7,25539.7,347310.0
2025-11-06 12:31:00,NSE:NIFTY,25542.1,25550.1,25539.45,25547.9,427991.0
2025-11-06 12:32:00,NSE:NIFTY,25549.5,25559.6,25548.05,25558.65,480349.0
2025-11-06 12:33:00,NSE:NIFTY,25559.15,25562.0,25556.15,25558.2,462794.0
2025-11-06 12:34:00,NSE:NIFTY,25560.55,25564.9,25559.05,25562.4,565160.0
2025-11-06 12:35:00,NSE:NIFTY,25562.6,25563.85,25558.95,25560.2,694563.0
2025-11-06 12:36:00,NSE:NIFTY,25562.3,25563.9,25558.75,25559.2,871625.0
2025-11-06 12:37:00,NSE:NIFTY,25562.05,25564.7,25557.75,25560.15,525930.0
2025-11-06 12:38:00,NSE:NIFTY,25561.7,25567.8,25560.65,25565.45,648201.0
2025-11-06 12:39:00,NSE:NIFTY,25566.0,25567.1,25559.0,25560.1,577243.0
2025-11-06 12:40:00,NSE:NIFTY,25562.55,25567.95,25559.7,25564.2,696838.0
2025-11-06 12:41:00,NSE:NIFTY,25567.15,25568.45,25563.15,25566.85,559883.0
2025-11-06 12:42:00,NSE:NIFTY,25569.45,25573.85,25566.85,25573.6,830263.0
2025-11-06 12:43:00,NSE:NIFTY,25575.75,25575.75,25565.55,25565.55,604495.0
2025-11-06 12:44:00,NSE:NIFTY,25567.85,25568.3,25559.95,25560.3,749797.0
2025-11-06 12:45:00,NSE:NIFTY,25561.1,25563.55,25556.75,25560.85,852878.0
2025-11-06 12:46:00,NSE:NIFTY,25562.0,25575.65,25561.95,25573.8,851108.0
2025-11-06 12:47:00,NSE:NIFTY,25574.9,25574.9,25569.1,25571.0,425223.0
2025-11-06 12:48:00,NSE:NIFTY,25572.65,25575.9,25569.6,25574.55,954387.0
2025-11-06 12:49:00,NSE:NIFTY,25576.05,25599.25,25574.95,25598.0,1269572.0
2025-11-06 12:50:00,NSE:NIFTY,25598.7,25600.45,25591.8,25593.55,673673.0
2025-11-06 12:51:00,NSE:NIFTY,25593.8,25602.3,25593.5,25596.0,733359.0
2025-11-06 12:52:00,NSE:NIFTY,25596.65,25598.85,25593.25,25595.5,926838.0
2025-11-06 12:53:00,NSE:NIFTY,25595.8,25601.9,25593.55,25596.65,644217.0
2025-11-06 12:54:00,NSE:NIFTY,25598.25,25602.15,25596.35,25601.3,750544.0
2025-11-06 12:55:00,NSE:NIFTY,25602.45,25608.05,25601.8,25605.2,789192.0
2025-11-06 12:56:00,NSE:NIFTY,25605.7,25608.15,25596.1,25596.1,604766.0
2025-11-06 12:57:00,NSE:NIFTY,25595.8,25599.65,25589.4,25591.15,655093.0
2025-11-06 12:58:00,NSE:NIFTY,25592.3,25603.1,25591.4,25596.7,496599.0
2025-11-06 12:59:00,NSE:NIFTY,25598.5,25598.5,25590.2,25591.1,976173.0
2025-11-06 13:00:00,NSE:NIFTY,25591.65,25595.45,25584.25,25587.05,794109.0
2025-11-06 13:01:00,NSE:NIFTY,25588.45,25603.4,25587.55,25602.65,594471.0
2025-11-06 13:02:00,NSE:NIFTY,25603.8,25611.7,25603.05,25611.25,918094.0
2025-11-06 13:03:00,NSE:NIFTY,25612.3,25616.85,25606.5,25607.9,889073.0
2025-11-06 13:04:00,NSE:NIFTY,25608.45,25611.45,25603.2,25603.2,637509.0
2025-11-06 13:05:00,NSE:NIFTY,25603.1,25606.35,25591.6,25594.0,1084435.0
2025-11-06 13:06:00,NSE:NIFTY,25593.8,25595.9,25582.45,25585.65,1014498.0
2025-11-06 13:07:00,NSE:NIFTY,25585.1,25589.45,25577.35,25578.75,908859.0
2025-11-06 13:08:00,NSE:NIFTY,25579.1,25589.35,25579.1,25585.95,568069.0
2025-11-06 13:09:00,NSE:NIFTY,25584.25,25584.8,25571.55,25572.35,1027484.0
2025-11-06 13:10:00,NSE:NIFTY,25573.9,25576.3,25569.25,25571.65,599398.0
2025-11-06 13:11:00,NSE:NIFTY,25569.65,25572.55,25564.85,25568.65,701460.0
2025-11-06 13:12:00,NSE:NIFTY,25568.85,25574.05,25567.8,25568.45,629480.0
2025-11-06 13:13:00,NSE:NIFTY,25567.9,25569.3,25561.8,25567.5,448230.0
2025-11-06 13:14:00,NSE:NIFTY,25568.95,25585.2,25568.7,25583.6,439349.0
2025-11-06 13:15:00,NSE:NIFTY,25584.2,25589.65,25583.25,25584.5,586023.0
2025-11-06 13:16:00,NSE:NIFTY,25584.3,25593.2,25582.5,25591.35,453312.0
2025-11-06 13:17:00,NSE:NIFTY,25591.15,25596.95,25588.75,25590.4,479543.0
2025-11-06 13:18:00,NSE:NIFTY,25591.0,25592.8,25581.8,25582.75,431706.0
2025-11-06 13:19:00,NSE:NIFTY,25584.0,25584.65,25575.9,25576.5,342826.0
2025-11-06 13:20:00,NSE:NIFTY,25576.7,25585.6,25576.2,25585.05,316737.0
2025-11-06 13:21:00,NSE:NIFTY,25586.75,25594.4,25586.2,25593.0,532825.0
2025-11-06 13:22:00,NSE:NIFTY,25593.85,25597.95,25592.15,25595.35,605597.0
2025-11-06 13:23:00,NSE:NIFTY,25595.5,25597.2,25589.8,25592.8,581010.0
2025-11-06 13:24:00,NSE:NIFTY,25593.9,25603.1,25593.3,25594.3,976612.0
2025-11-06 13:25:00,NSE:NIFTY,25594.15,25597.3,25593.2,25594.55,528300.0
2025-11-06 13:26:00,NSE:NIFTY,25594.5,25595.3,25586.0,25586.0,446643.0
2025-11-06 13:27:00,NSE:NIFTY,25587.55,25587.55,25581.25,25584.75,745660.0
2025-11-06 13:28:00,NSE:NIFTY,25584.85,25588.45,25583.05,25583.2,560370.0
2025-11-06 13:29:00,NSE:NIFTY,25583.85,25586.25,25581.55,25583.85,456874.0
2025-11-06 13:30:00,NSE:NIFTY,25583.8,25584.95,25575.25,25578.45,973176.0
2025-11-06 13:31:00,NSE:NIFTY,25580.05,25594.9,25578.6,25594.9,482745.0
2025-11-06 13:32:00,NSE:NIFTY,25595.0,25599.15,25594.2,25596.6,695233.0
2025-11-06 13:33:00,NSE:NIFTY,25597.1,25599.95,25593.1,25593.5,581364.0
2025-11-06 13:34:00,NSE:NIFTY,25593.6,25593.85,25581.15,25582.55,525143.0
2025-11-06 13:35:00,NSE:NIFTY,25583.05,25583.2,25572.55,25574.75,500836.0
2025-11-06 13:36:00,NSE:NIFTY,25574.35,25596.4,25574.35,25594.15,693335.0
2025-11-06 13:37:00,NSE:NIFTY,25594.35,25598.05,25591.35,25593.95,730466.0
2025-11-06 13:38:00,NSE:NIFTY,25595.05,25595.15,25581.3,25581.3,611071.0
2025-11-06 13:39:00,NSE:NIFTY,25582.15,25583.6,25575.9,25577.45,383059.0
2025-11-06 13:40:00,NSE:NIFTY,25578.0,25578.3,25569.4,25570.5,548366.0
2025-11-06 13:41:00,NSE:NIFTY,25570.85,25579.05,25569.5,25577.8,565624.0
2025-11-06 13:42:00,NSE:NIFTY,25578.5,25583.8,25577.35,25582.1,382948.0
2025-11-06 13:43:00,NSE:NIFTY,25582.3,25586.8,25575.5,25577.25,909029.0
2025-11-06 13:44:00,NSE:NIFTY,25577.4,25577.4,25565.6,25567.45,523020.0
2025-11-06 13:45:00,NSE:NIFTY,25567.4,25567.8,25560.1,25563.15,721090.0
2025-11-06 13:46:00,NSE:NIFTY,25564.15,25573.1,25564.0,25572.95,652556.0
2025-11-06 13:47:00,NSE:NIFTY,25572.45,25573.7,25567.75,25569.95,675679.0
2025-11-06 13:48:00,NSE:NIFTY,25571.05,25571.7,25551.5,25551.5,743839.0
2025-11-06 13:49:00,NSE:NIFTY,25552.3,25552.45,25539.65,25541.55,896718.0
2025-11-06 13:50:00,NSE:NIFTY,25541.65,25541.65,25534.6,25534.6,851668.0
2025-11-06 13:51:00,NSE:NIFTY,25535.65,25538.6,25530.65,25538.25,930886.0
2025-11-06 13:52:00,NSE:NIFTY,25538.55,25539.6,25534.15,25539.6,494988.0
2025-11-06 13:53:00,NSE:NIFTY,25539.9,25541.35,25521.65,25523.75,929008.0
2025-11-06 13:54:00,NSE:NIFTY,25523.4,25524.85,25517.55,25518.95,688384.0
2025-11-06 13:55:00,NSE:NIFTY,25519.2,25525.05,25515.95,25525.05,783313.0
2025-11-06 13:56:00,NSE:NIFTY,25526.0,25535.5,25525.4,25531.3,485333.0
2025-11-06 13:57:00,NSE:NIFTY,25532.05,25535.05,25530.3,25533.7,528326.0
2025-11-06 13:58:00,NSE:NIFTY,25534.8,25536.6,25529.7,25529.85,713578.0
2025-11-06 13:59:00,NSE:NIFTY,25531.7,25539.9,25528.35,25539.9,476520.0
2025-11-06 14:00:00,NSE:NIFTY,25539.2,25541.85,25534.35,25539.8,685632.0
2025-11-06 14:01:00,NSE:NIFTY,25539.3,25539.3,25532.9,25538.8,605388.0
2025-11-06 14:02:00,NSE:NIFTY,25539.6,25541.9,25536.65,25539.2,716732.0
2025-11-06 14:03:00,NSE:NIFTY,25539.3,25544.15,25533.6,25534.35,789537.0
2025-11-06 14:04:00,NSE:NIFTY,25534.8,25534.8,25527.55,25529.45,510321.0
2025-11-06 14:05:00,NSE:NIFTY,25528.9,25538.1,25528.7,25533.1,531917.0
2025-11-06 14:06:00,NSE:NIFTY,25533.25,25538.2,25525.55,25527.6,779626.0
2025-11-06 14:07:00,NSE:NIFTY,25527.95,25533.65,25527.55,25533.65,678671.0
2025-11-06 14:08:00,NSE:NIFTY,25534.1,25541.3,25533.05,25541.3,551902.0
2025-11-06 14:09:00,NSE:NIFTY,25541.45,25541.55,25533.85,25540.8,689684.0
2025-11-06 14:10:00,NSE:NIFTY,25540.9,25544.95,25535.4,25536.7,749042.0
2025-11-06 14:11:00,NSE:NIFTY,25537.4,25546.8,25536.9,25542.3,517273.0
2025-11-06 14:12:00,NSE:NIFTY,25542.2,25544.5,25539.25,25543.15,569617.0
2025-11-06 14:13:00,NSE:NIFTY,25543.65,25549.95,25543.1,25548.25,432580.0
2025-11-06 14:14:00,NSE:NIFTY,25548.3,25555.5,25547.7,25552.95,1397472.0
2025-11-06 14:15:00,NSE:NIFTY,25552.25,25555.75,25545.5,25545.9,1557184.0
2025-11-06 14:16:00,NSE:NIFTY,25545.85,25546.75,25536.15,25541.4,755295.0
2025-11-06 14:17:00,NSE:NIFTY,25542.85,25544.8,25542.0,25543.0,428257.0
2025-11-06 14:18:00,NSE:NIFTY,25543.8,25545.3,25541.85,25543.25,560396.0
2025-11-06 14:19:00,NSE:NIFTY,25544.4,25548.6,25543.6,25548.05,525954.0
2025-11-06 14:20:00,NSE:NIFTY,25548.2,25548.6,25545.15,25546.85,610969.0
2025-11-06 14:21:00,NSE:NIFTY,25547.75,25552.25,25546.9,25550.25,679572.0
2025-11-06 14:22:00,NSE:NIFTY,25550.7,25553.75,25547.05,25547.25,671250.0
2025-11-06 14:23:00,NSE:NIFTY,25549.25,25549.35,25540.0,25541.2,467084.0
2025-11-06 14:24:00,NSE:NIFTY,25542.2,25543.55,25539.7,25540.3,444917.0
2025-11-06 14:25:00,NSE:NIFTY,25541.6,25542.4,25538.7,25539.8,522735.0
2025-11-06 14:26:00,NSE:NIFTY,25540.7,25544.15,25539.6,25542.9,610170.0
2025-11-06 14:27:00,NSE:NIFTY,25542.75,25543.75,25532.95,25533.8,607644.0
2025-11-06 14:28:00,NSE:NIFTY,25534.3,25534.3,25520.6,25527.7,1435848.0
2025-11-06 14:29:00,NSE:NIFTY,25528.1,25542.05,25527.65,25541.6,691829.0
2025-11-06 14:30:00,NSE:NIFTY,25542.1,25547.15,25542.1,25545.3,965621.0
2025-11-06 14:31:00,NSE:NIFTY,25546.05,25549.6,25545.1,25549.5,653571.0
2025-11-06 14:32:00,NSE:NIFTY,25550.2,25552.15,25546.25,25548.1,654672.0
2025-11-06 14:33:00,NSE:NIFTY,25549.25,25550.55,25546.85,25549.4,427196.0
2025-11-06 14:34:00,NSE:NIFTY,25549.8,25554.75,25548.1,25553.85,870203.0
2025-11-06 14:35:00,NSE:NIFTY,25554.15,25555.15,25550.15,25551.2,615209.0
2025-11-06 14:36:00,NSE:NIFTY,25551.7,25557.0,25551.2,25555.65,762838.0
2025-11-06 14:37:00,NSE:NIFTY,25556.35,25558.55,25555.5,25558.25,658843.0
2025-11-06 14:38:00,NSE:NIFTY,25558.75,25560.6,25549.1,25549.4,823361.0
2025-11-06 14:39:00,NSE:NIFTY,25551.35,25552.55,25540.65,25542.25,652396.0
2025-11-06 14:40:00,NSE:NIFTY,25543.9,25544.0,25530.95,25532.75,1434955.0
2025-11-06 14:41:00,NSE:NIFTY,25534.05,25536.55,25527.55,25530.3,1612523.0
2025-11-06 14:42:00,NSE:NIFTY,25530.45,25544.95,25529.7,25543.55,919722.0
2025-11-06 14:43:00,NSE:NIFTY,25543.7,25546.35,25542.35,25545.3,453966.0
2025-11-06 14:44:00,NSE:NIFTY,25544.95,25546.9,25540.25,25542.4,503394.0
2025-11-06 14:45:00,NSE:NIFTY,25542.55,25549.15,25542.05,25547.8,598565.0
2025-11-06 14:46:00,NSE:NIFTY,25548.75,25554.5,25547.5,25552.95,690135.0
2025-11-06 14:47:00,NSE:NIFTY,25553.4,25557.6,25551.3,25556.8,759801.0
2025-11-06 14:48:00,NSE:NIFTY,25557.4,25557.65,25547.2,25547.5,635086.0
2025-11-06 14:49:00,NSE:NIFTY,25547.95,25548.15,25528.4,25529.6,1777391.0
2025-11-06 14:50:00,NSE:NIFTY,25530.5,25534.35,25526.95,25534.35,1572193.0
2025-11-06 14:51:00,NSE:NIFTY,25534.4,25550.3,25534.05,25549.05,890635.0
2025-11-06 14:52:00,NSE:NIFTY,25550.05,25551.3,25547.45,25547.9,595416.0
2025-11-06 14:53:00,NSE:NIFTY,25548.9,25549.75,25546.3,25548.15,672555.0
2025-11-06 14:54:00,NSE:NIFTY,25548.6,25549.45,25545.75,25546.9,679998.0
2025-11-06 14:55:00,NSE:NIFTY,25547.6,25547.75,25537.55,25537.75,1044370.0
2025-11-06 14:56:00,NSE:NIFTY,25538.55,25542.95,25535.75,25537.4,1257454.0
2025-11-06 14:57:00,NSE:NIFTY,25538.7,25550.0,25538.7,25549.95,1937503.0
2025-11-06 14:58:00,NSE:NIFTY,25550.95,25556.7,25545.95,25556.7,1651533.0
2025-11-06 14:59:00,NSE:NIFTY,25556.45,25564.6,25555.55,25555.55,1421360.0
2025-11-06 15:00:00,NSE:NIFTY,25555.1,25555.1,25534.45,25534.5,2246114.0
2025-11-06 15:01:00,NSE:NIFTY,25536.05,25536.1,25524.0,25529.15,2437099.0
2025-11-06 15:02:00,NSE:NIFTY,25528.2,25531.25,25522.05,25526.3,2000122.0
2025-11-06 15:03:00,NSE:NIFTY,25525.35,25528.2,25517.7,25518.15,1903775.0
2025-11-06 15:04:00,NSE:NIFTY,25518.4,25519.25,25513.8,25515.1,2215986.0
2025-11-06 15:05:00,NSE:NIFTY,25514.6,25516.2,25507.45,25514.15,2042199.0
2025-11-06 15:06:00,NSE:NIFTY,25512.85,25514.65,25504.2,25504.2,1916002.0
2025-11-06 15:07:00,NSE:NIFTY,25505.0,25505.45,25501.35,25504.25,2077261.0
2025-11-06 15:08:00,NSE:NIFTY,25504.45,25514.15,25504.45,25512.95,2421149.0
2025-11-06 15:09:00,NSE:NIFTY,25512.3,25513.3,25508.75,25511.35,1834910.0
2025-11-06 15:10:00,NSE:NIFTY,25509.8,25511.2,25497.05,25500.75,1871384.0
2025-11-06 15:11:00,NSE:NIFTY,25500.85,25501.6,25495.7,25496.9,1649261.0
2025-11-06 15:12:00,NSE:NIFTY,25496.45,25502.75,25496.45,25500.8,2266394.0
2025-11-06 15:13:00,NSE:NIFTY,25500.2,25501.6,25491.55,25495.3,3019596.0
2025-11-06 15:14:00,NSE:NIFTY,25494.2,25502.55,25494.0,25500.6,2566260.0
2025-11-06 15:15:00,NSE:NIFTY,25500.35,25512.7,25500.35,25507.0,2815835.0
2025-11-06 15:16:00,NSE:NIFTY,25507.6,25509.8,25498.7,25505.45,2814085.0
2025-11-06 15:17:00,NSE:NIFTY,25504.8,25509.65,25502.6,25508.8,1911750.0
2025-11-06 15:18:00,NSE:NIFTY,25509.15,25509.9,25499.25,25500.5,2352473.0
2025-11-06 15:19:00,NSE:NIFTY,25500.6,25515.05,25499.9,25514.7,2593855.0
2025-11-06 15:20:00,NSE:NIFTY,25513.8,25515.2,25505.2,25506.3,2778299.0
2025-11-06 15:21:00,NSE:NIFTY,25506.2,25508.9,25499.9,25501.4,2650462.0
2025-11-06 15:22:00,NSE:NIFTY,25501.45,25516.05,25500.2,25516.0,1868602.0
2025-11-06 15:23:00,NSE:NIFTY,25515.65,25517.1,25508.55,25509.45,1437147.0
2025-11-06 15:24:00,NSE:NIFTY,25509.55,25510.25,25504.5,25507.65,2155151.0
2025-11-06 15:25:00,NSE:NIFTY,25505.4,25506.9,25503.3,25505.65,1873557.0
2025-11-06 15:26:00,NSE:NIFTY,25504.7,25506.8,25500.85,25504.5,1608869.0
2025-11-06 15:27:00,NSE:NIFTY,25504.1,25519.85,25504.1,25517.05,2083546.0
2025-11-06 15:28:00,NSE:NIFTY,25517.95,25518.8,25509.4,25513.15,1619782.0
2025-11-06 15:29:00,NSE:NIFTY,25514.6,25521.45,25508.55,25519.95,793420.0
2025-11-07 09:15:00,NSE:NIFTY,25443.15,25447.1,25365.55,25372.05,16271360.0
2025-11-07 09:16:00,NSE:NIFTY,25371.15,25371.15,25358.3,25364.35,2383195.0
2025-11-07 09:17:00,NSE:NIFTY,25366.2,25380.45,25355.7,25371.4,2443020.0
2025-11-07 09:18:00,NSE:NIFTY,25372.05,25382.0,25371.2,25373.8,1329170.0
2025-11-07 09:19:00,NSE:NIFTY,25374.0,25382.4,25373.2,25378.45,1063541.0
2025-11-07 09:20:00,NSE:NIFTY,25378.15,25378.15,25358.55,25359.3,1380096.0
2025-11-07 09:21:00,NSE:NIFTY,25359.0,25362.7,25354.8,25358.1,1047342.0
2025-11-07 09:22:00,NSE:NIFTY,25357.8,25358.05,25331.4,25331.65,1114331.0
2025-11-07 09:23:00,NSE:NIFTY,25331.75,25336.9,25325.15,25327.4,1035754.0
2025-11-07 09:24:00,NSE:NIFTY,25330.65,25339.45,25327.75,25329.05,1181834.0
2025-11-07 09:25:00,NSE:NIFTY,25328.2,25341.25,25328.2,25340.55,1163177.0
2025-11-07 09:26:00,NSE:NIFTY,25340.95,25346.4,25333.45,25334.75,863233.0
2025-11-07 09:27:00,NSE:NIFTY,25336.2,25343.1,25331.85,25342.55,943033.0
2025-11-07 09:28:00,NSE:NIFTY,25341.8,25352.7,25340.1,25347.95,867820.0
2025-11-07 09:29:00,NSE:NIFTY,25347.55,25352.9,25343.2,25348.95,907222.0
2025-11-07 09:30:00,NSE:NIFTY,25348.85,25350.1,25335.5,25335.85,920435.0
2025-11-07 09:31:00,NSE:NIFTY,25337.45,25357.25,25337.45,25357.25,1026320.0
2025-11-07 09:32:00,NSE:NIFTY,25357.75,25362.35,25333.95,25333.95,851313.0
2025-11-07 09:33:00,NSE:NIFTY,25335.3,25338.15,25331.5,25335.2,658210.0
2025-11-07 09:34:00,NSE:NIFTY,25335.15,25335.8,25319.0,25320.0,940889.0
2025-11-07 09:35:00,NSE:NIFTY,25320.2,25324.6,25318.75,25320.95,946999.0
2025-11-07 09:36:00,NSE:NIFTY,25320.7,25325.75,25318.45,25322.7,912364.0
2025-11-07 09:37:00,NSE:NIFTY,25322.5,25328.85,25319.2,25328.15,946984.0
2025-11-07 09:38:00,NSE:NIFTY,25329.0,25337.4,25324.25,25337.0,714378.0
2025-11-07 09:39:00,NSE:NIFTY,25336.3,25340.9,25335.5,25339.95,598208.0
2025-11-07 09:40:00,NSE:NIFTY,25340.0,25350.95,25339.15,25350.0,795949.0
2025-11-07 09:41:00,NSE:NIFTY,25350.2,25353.05,25343.45,25343.85,688859.0
2025-11-07 09:42:00,NSE:NIFTY,25343.65,25349.75,25341.5,25342.3,697169.0
2025-11-07 09:43:00,NSE:NIFTY,25342.5,25344.9,25340.45,25343.75,667265.0
2025-11-07 09:44:00,NSE:NIFTY,25343.3,25356.5,25343.3,25355.05,909575.0
2025-11-07 09:45:00,NSE:NIFTY,25354.25,25356.85,25347.4,25352.5,778279.0
2025-11-07 09:46:00,NSE:NIFTY,25352.75,25363.15,25352.75,25363.15,602246.0
2025-11-07 09:47:00,NSE:NIFTY,25364.7,25383.35,25364.7,25383.35,813779.0
2025-11-07 09:48:00,NSE:NIFTY,25383.15,25384.2,25375.4,25378.3,652202.0
2025-11-07 09:49:00,NSE:NIFTY,25378.25,25391.15,25376.15,25389.8,857451.0
2025-11-07 09:50:00,NSE:NIFTY,25389.6,25390.4,25384.4,25389.85,863292.0
2025-11-07 09:51:00,NSE:NIFTY,25389.3,25390.95,25372.05,25373.9,794618.0
2025-11-07 09:52:00,NSE:NIFTY,25373.4,25380.6,25364.55,25365.85,770477.0
2025-11-07 09:53:00,NSE:NIFTY,25366.4,25369.3,25362.3,25362.95,574228.0
